frame_id,found,nid2,nid1,pci,peak_pos,sss_pos,toa_ns,cfo_hz,pss_metric,pss_peak_ratio,sss_metric,sss_peak_ratio
321,0,-1,-1,-1,0,0,0,0.000,0.000000,1.354608,0.000000,0.000000
322,0,-1,-1,-1,0,0,0,0.000,0.000000,1.028937,0.000000,0.000000
323,0,-1,-1,-1,0,0,0,0.000,0.000000,1.363399,0.000000,0.000000
324,0,-1,-1,-1,0,0,0,0.000,0.000000,1.281075,0.000000,0.000000
325,0,-1,-1,-1,0,0,0,0.000,0.000000,1.028195,0.000000,0.000000
326,0,-1,-1,-1,0,0,0,0.000,0.000000,1.066437,0.000000,0.000000
327,0,-1,-1,-1,0,0,0,0.000,0.000000,1.054232,0.000000,0.000000
328,0,-1,-1,-1,0,0,0,0.000,0.000000,1.028480,0.000000,0.000000
329,0,-1,-1,-1,0,0,0,0.000,0.000000,1.166085,0.000000,0.000000
330,0,-1,-1,-1,0,0,0,0.000,0.000000,1.121920,0.000000,0.000000
331,0,-1,-1,-1,0,0,0,0.000,0.000000,1.072997,0.000000,0.000000
332,0,-1,-1,-1,0,0,0,0.000,0.000000,1.028086,0.000000,0.000000
333,0,-1,-1,-1,0,0,0,0.000,0.000000,1.141964,0.000000,0.000000
334,0,-1,-1,-1,0,0,0,0.000,0.000000,1.015154,0.000000,0.000000
335,0,-1,-1,-1,0,0,0,0.000,0.000000,1.124040,0.000000,0.000000
336,0,-1,-1,-1,0,0,0,0.000,0.000000,1.111359,0.000000,0.000000
337,0,-1,-1,-1,0,0,0,0.000,0.000000,1.007134,0.000000,0.000000
338,0,-1,-1,-1,0,0,0,0.000,0.000000,1.067411,0.000000,0.000000
339,0,-1,-1,-1,0,0,0,0.000,0.000000,1.085970,0.000000,0.000000
340,0,-1,-1,-1,0,0,0,0.000,0.000000,1.160113,0.000000,0.000000
341,0,-1,-1,-1,0,0,0,0.000,0.000000,1.019197,0.000000,0.000000
342,0,-1,-1,-1,0,0,0,0.000,0.000000,1.013160,0.000000,0.000000
343,0,-1,-1,-1,0,0,0,0.000,0.000000,1.153411,0.000000,0.000000
344,0,-1,-1,-1,0,0,0,0.000,0.000000,1.171593,0.000000,0.000000
345,0,-1,-1,-1,0,0,0,0.000,0.000000,1.266513,0.000000,0.000000
346,0,-1,-1,-1,0,0,0,0.000,0.000000,1.000193,0.000000,0.000000
347,0,-1,-1,-1,0,0,0,0.000,0.000000,1.033357,0.000000,0.000000
348,0,-1,-1,-1,0,0,0,0.000,0.000000,1.084511,0.000000,0.000000
349,1,2,-1,-1,3806,0,46657109,-10001504.000,0.106302,1.563928,0.000000,1.044191
350,0,-1,-1,-1,0,0,0,0.000,0.000000,1.026802,0.000000,0.000000
351,0,-1,-1,-1,0,0,0,0.000,0.000000,1.337607,0.000000,0.000000
352,0,-1,-1,-1,0,0,0,0.000,0.000000,1.063875,0.000000,0.000000
353,0,-1,-1,-1,0,0,0,0.000,0.000000,1.015115,0.000000,0.000000
354,0,-1,-1,-1,0,0,0,0.000,0.000000,1.103404,0.000000,0.000000
355,0,-1,-1,-1,0,0,0,0.000,0.000000,1.067899,0.000000,0.000000
356,0,-1,-1,-1,0,0,0,0.000,0.000000,1.358607,0.000000,0.000000
357,0,-1,-1,-1,0,0,0,0.000,0.000000,1.060327,0.000000,0.000000
358,0,-1,-1,-1,0,0,0,0.000,0.000000,1.210052,0.000000,0.000000
359,0,-1,-1,-1,0,0,0,0.000,0.000000,1.157395,0.000000,0.000000
360,0,-1,-1,-1,0,0,0,0.000,0.000000,1.037825,0.000000,0.000000
361,0,-1,-1,-1,0,0,0,0.000,0.000000,1.017605,0.000000,0.000000
362,0,-1,-1,-1,0,0,0,0.000,0.000000,1.054894,0.000000,0.000000
363,0,-1,-1,-1,0,0,0,0.000,0.000000,1.027275,0.000000,0.000000
364,0,-1,-1,-1,0,0,0,0.000,0.000000,1.071876,0.000000,0.000000
365,0,-1,-1,-1,0,0,0,0.000,0.000000,1.036839,0.000000,0.000000
366,0,-1,-1,-1,0,0,0,0.000,0.000000,1.104525,0.000000,0.000000
367,0,-1,-1,-1,0,0,0,0.000,0.000000,1.035115,0.000000,0.000000
368,0,-1,-1,-1,0,0,0,0.000,0.000000,1.200947,0.000000,0.000000
369,1,2,-1,-1,3566,0,49315956,-12558697.000,0.117235,1.861390,0.000000,1.041914
370,0,-1,-1,-1,0,0,0,0.000,0.000000,1.103157,0.000000,0.000000
371,0,-1,-1,-1,0,0,0,0.000,0.000000,1.287198,0.000000,0.000000
372,0,-1,-1,-1,0,0,0,0.000,0.000000,1.070737,0.000000,0.000000
373,0,-1,-1,-1,0,0,0,0.000,0.000000,1.173833,0.000000,0.000000
374,0,-1,-1,-1,0,0,0,0.000,0.000000,1.223839,0.000000,0.000000
375,0,-1,-1,-1,0,0,0,0.000,0.000000,1.300731,0.000000,0.000000
376,0,-1,-1,-1,0,0,0,0.000,0.000000,1.000268,0.000000,0.000000
377,0,-1,-1,-1,0,0,0,0.000,0.000000,1.075454,0.000000,0.000000
378,0,-1,-1,-1,0,0,0,0.000,0.000000,1.298371,0.000000,0.000000
379,0,-1,-1,-1,0,0,0,0.000,0.000000,1.052660,0.000000,0.000000
380,0,-1,-1,-1,0,0,0,0.000,0.000000,1.385352,0.000000,0.000000
381,0,-1,-1,-1,0,0,0,0.000,0.000000,1.008965,0.000000,0.000000
382,0,-1,-1,-1,0,0,0,0.000,0.000000,1.150113,0.000000,0.000000
383,0,-1,-1,-1,0,0,0,0.000,0.000000,1.013246,0.000000,0.000000
384,0,-1,-1,-1,0,0,0,0.000,0.000000,1.225111,0.000000,0.000000
385,0,-1,-1,-1,0,0,0,0.000,0.000000,1.007100,0.000000,0.000000
386,1,1,-1,-1,2968,0,51563151,-669886.312,0.124215,1.856608,0.000000,1.116276
387,0,-1,-1,-1,0,0,0,0.000,0.000000,1.015568,0.000000,0.000000
388,0,-1,-1,-1,0,0,0,0.000,0.000000,1.044103,0.000000,0.000000
389,0,-1,-1,-1,0,0,0,0.000,0.000000,1.212200,0.000000,0.000000
390,0,-1,-1,-1,0,0,0,0.000,0.000000,1.042407,0.000000,0.000000
391,0,-1,-1,-1,0,0,0,0.000,0.000000,1.070839,0.000000,0.000000
392,0,-1,-1,-1,0,0,0,0.000,0.000000,1.031011,0.000000,0.000000
393,0,-1,-1,-1,0,0,0,0.000,0.000000,1.050420,0.000000,0.000000
394,0,-1,-1,-1,0,0,0,0.000,0.000000,1.007048,0.000000,0.000000
395,0,-1,-1,-1,0,0,0,0.000,0.000000,1.024413,0.000000,0.000000
396,0,-1,-1,-1,0,0,0,0.000,0.000000,1.171749,0.000000,0.000000
397,0,-1,-1,-1,0,0,0,0.000,0.000000,1.113206,0.000000,0.000000
398,0,-1,-1,-1,0,0,0,0.000,0.000000,1.144995,0.000000,0.000000
399,0,-1,-1,-1,0,0,0,0.000,0.000000,1.086288,0.000000,0.000000
